iter	Logloss
788	0.3108630134
789	0.3106770438
790	0.3105636975
791	0.3103978096
792	0.3102394606
793	0.3100707744
794	0.3098965576
795	0.3097036746
796	0.3095061499
797	0.3093788451
798	0.3092267181
799	0.3091394122
800	0.3089847832
801	0.3088666634
802	0.3087328074
803	0.3085393319
804	0.3084114676
805	0.3083164252
806	0.308223391
807	0.3081262747
808	0.3079811927
809	0.3078259053
810	0.3077070942
811	0.3075633291
812	0.3074161402
813	0.3072468285
814	0.3070523983
815	0.3070330409
816	0.3069350357
817	0.3067197995
818	0.3066120827
819	0.3064780621
820	0.306284422
821	0.3061008556
822	0.3059768101
823	0.3058701138
824	0.3057366199
825	0.3056186647
826	0.305492611
827	0.3053290276
828	0.3052177882
829	0.3050911748
830	0.3049755899
831	0.3049125795
832	0.304788106
833	0.3046203745
834	0.304433121
835	0.3043860113
836	0.3043168118
837	0.3042862613
838	0.3041681415
839	0.3040515361
840	0.3039381898
841	0.3037768449
842	0.3036229731
843	0.3034945162
844	0.3033643474
845	0.3032484332
846	0.3031448973
847	0.303029049
848	0.3029109292
849	0.3027987022
850	0.3026120742
851	0.3025044562
852	0.3023715878
853	0.3022483653
854	0.3021889103
855	0.3020599596
856	0.3019087873
857	0.3018308967
858	0.301716892
859	0.3015416216
860	0.3014260367
861	0.3012930696
862	0.3011816327
863	0.3010591674
864	0.3009754827
865	0.3008787614
866	0.300780855
867	0.3006990139
868	0.3005598247
869	0.3004467747
870	0.3003528517
871	0.3002325591
872	0.3000611734
873	0.2999862457
874	0.2998936395
875	0.2997108632
876	0.299543889
877	0.2994691258
878	0.299338134
879	0.2992186644
880	0.2991049889
881	0.2989756431
882	0.2988281908
883	0.2987477653
884	0.2986171027
885	0.2985031967
886	0.2983462304
887	0.2982090494
888	0.2981147313
889	0.2979295848
890	0.2978762202
891	0.297744109
892	0.2976511736
893	0.2975327575
894	0.2973367471
895	0.2972218206
896	0.297085298
897	0.2970157364
898	0.2969503557
899	0.2968188371
900	0.2966688171
901	0.296558697
902	0.2964457128
903	0.2962881539
904	0.2962122056
905	0.2961377717
906	0.2960405895
907	0.2958667019
908	0.2957689929
909	0.2956734239
910	0.2955564233
911	0.2953875067
912	0.2952545726
913	0.2950880592
914	0.29492148
915	0.2948185695
916	0.2946680886
917	0.2945191878
918	0.2944345814
919	0.2943716039
920	0.2942563482
921	0.2941530427
922	0.2940428897
923	0.2939299714
924	0.293820806
925	0.2936186065
926	0.2934437971
927	0.2933395698
928	0.2932747817
929	0.293144975
930	0.293138753
931	0.2929886342
932	0.2928782837
933	0.2927209222
934	0.292550195
935	0.2924661153
936	0.2923581351
937	0.2922433732
938	0.2921624539
939	0.292037289
940	0.2919273006
941	0.2918499038
942	0.2917942018
943	0.2917023528
944	0.2916040513
945	0.2915066716
946	0.2913939179
947	0.2913533594
948	0.2912528523
949	0.2911556701
950	0.2910466364
951	0.2909634785
952	0.2908078289
953	0.290750876
954	0.2905792269
955	0.290473189
956	0.2903961873
957	0.2902927502
958	0.2902122917
959	0.2901230105
960	0.2899371068
961	0.2898389699
962	0.2897184139
963	0.2896234045
964	0.2894596565
965	0.289350952
966	0.289328928
967	0.289244157
968	0.2891740027
969	0.289045447
970	0.2889447094
971	0.2889368742
972	0.2888137834
973	0.2887082722
974	0.2885141712
975	0.2883662252
976	0.2882132751
977	0.2880999288
978	0.2879905989
979	0.2878430149
980	0.2877353969
981	0.2876404862
982	0.2875139387
983	0.2873458451
984	0.2871909527
985	0.2870947582
986	0.2869320636
987	0.2867869816
988	0.2866095386
989	0.2864230422
990	0.2862981078
991	0.2861868684
992	0.2860752999
993	0.2859507934
994	0.2858206575
995	0.2857254506
996	0.28560766
997	0.2855052763
998	0.2854150733
999	0.2853106485
